I_MA,tr_ns,liner_r_cm,foam_r_cm,m_mg_per_cm,E_MJ_per_cm,v_cm_per_s
42.5,550,5,0.5,19.1,3.8955,-63868000
42.5,550,5,0.6,19.7,3.5753,-60247000
42.5,550,5,0.7,20.3,3.3055,-57067000
42.5,550,5,0.8,20.9,3.0725,-54224000
42.5,550,6,0.5,12.95,4.2165,-80697000
42.5,550,6,0.6,13.25,3.8953,-76679000
42.5,550,6,0.7,13.7,3.6245,-72741000
42.5,550,6,0.8,13.95,3.3906,-69722000
42.5,550,7,0.5,9.25,4.4894,-98524000
42.5,550,7,0.6,9.55,4.1675,-93422000
42.5,550,7,0.7,9.75,3.8961,-89398000
42.5,550,7,0.8,10,3.6615,-85575000
42.5,575,4,0.5,33.9,3.5042,-45469000
42.5,575,4,0.6,35.05,3.1855,-42634000
42.5,575,4,0.7,36.55,2.917,-39952000
42.5,575,4,0.8,37.9,2.6853,-37644000
42.5,575,5,0.5,20.9,3.8956,-61056000
42.5,575,5,0.6,21.7,3.5754,-57405000
42.5,575,5,0.7,22.15,3.3056,-54633000
42.5,575,5,0.8,22.9,3.0726,-51802000
42.5,575,6,0.5,14.2,4.2165,-77063000
42.5,575,6,0.6,14.5,3.8954,-73301000
42.5,575,6,0.7,14.95,3.6246,-69634000
42.5,575,6,0.8,15.3,3.3906,-66575000
42.5,575,7,0.5,10.2,4.4896,-93825000
42.5,575,7,0.6,10.4,4.1677,-89525000
42.5,575,7,0.7,10.7,3.8962,-85338000
42.5,575,7,0.8,10.9,3.6615,-81966000
42.5,600,4,0.5,36.7,3.5043,-43700000
42.5,600,4,0.6,38.2,3.1855,-40839000
42.5,600,4,0.7,39.8,2.9171,-38287000
42.5,600,4,0.8,40.95,2.6854,-36215000
42.5,600,5,0.5,22.75,3.8957,-58522000
42.5,600,5,0.6,23.35,3.5755,-55340000
42.5,600,5,0.7,24.1,3.3056,-52376000
42.5,600,5,0.8,24.95,3.0726,-49629000
42.5,600,6,0.5,15.25,4.2166,-74363000
42.5,600,6,0.6,15.85,3.8954,-70109000
42.5,600,6,0.7,16.2,3.6247,-66895000
42.5,600,6,0.8,16.5,3.3907,-64109000
42.5,600,7,0.5,11,4.4898,-90350000
42.5,600,7,0.6,11.4,4.1678,-85510000
42.5,600,7,0.7,11.55,3.8963,-82139000
42.5,600,7,0.8,11.9,3.6617,-78448000
45,150,4,0.5,2.6,3.927,-173800000
45,150,4,0.6,2.7,3.5697,-162610000
45,150,4,0.7,2.8,3.2687,-152800000
45,150,4,0.8,2.9,3.009,-144050000
45,150,5,0.5,1.6,4.3652,-233590000
45,150,5,0.6,1.65,4.0065,-220370000
45,150,5,0.7,1.7,3.7042,-208750000
45,150,5,0.8,1.75,3.4431,-198370000
45,150,6,0.5,1.1,4.7254,-293110000
45,150,6,0.6,1.1,4.3651,-281720000
45,150,6,0.7,1.15,4.0616,-265770000
45,150,6,0.8,1.15,3.7998,-257070000
45,150,7,0.5,0.8,5.0297,-354600000
45,150,7,0.6,0.8,4.6695,-341670000
45,150,7,0.7,0.8,4.3657,-330370000
45,150,7,0.8,0.85,4.1022,-310680000
45,175,4,0.5,3.5,3.9267,-149790000
45,175,4,0.6,3.7,3.5697,-138910000
45,175,4,0.7,3.8,3.2687,-131160000
45,175,4,0.8,3.9,3.009,-124220000
45,175,5,0.5,2.2,4.3658,-199220000
45,175,5,0.6,2.25,4.007,-188730000
45,175,5,0.7,2.3,3.7044,-179480000
45,175,5,0.8,2.35,3.4434,-171190000
45,175,6,0.5,1.45,4.7253,-255300000
45,175,6,0.6,1.5,4.3657,-241270000
45,175,6,0.7,1.55,4.0625,-228950000
45,175,6,0.8,1.6,3.8002,-217950000
45,175,7,0.5,1.05,5.0303,-309540000
45,175,7,0.6,1.1,4.6703,-291400000
45,175,7,0.7,1.1,4.3656,-281730000
45,175,7,0.8,1.15,4.1027,-267120000
45,200,4,0.5,4.6,3.9271,-130670000
45,200,4,0.6,4.75,3.5697,-122600000
45,200,4,0.7,4.95,3.2689,-114920000
45,200,4,0.8,5.2,3.0091,-107580000
45,200,5,0.5,2.8,4.3658,-176590000
45,200,5,0.6,2.9,4.0069,-166230000
45,200,5,0.7,3,3.7048,-157160000
45,200,5,0.8,3.15,3.4434,-147860000
45,200,6,0.5,1.9,4.7259,-223040000
45,200,6,0.6,1.95,4.3659,-211610000
45,200,6,0.7,2,4.0624,-201550000
45,200,6,0.8,2.05,3.8,-192540000
45,200,7,0.5,1.4,5.0312,-268090000
45,200,7,0.6,1.4,4.6699,-258290000
45,200,7,0.7,1.45,4.3662,-245400000
45,200,7,0.8,1.5,4.103,-233890000
45,225,4,0.5,5.8,3.9271,-116370000
45,225,4,0.6,6.1,3.5699,-108190000
45,225,4,0.7,6.25,3.269,-102280000
45,225,4,0.8,6.55,3.0092,-95857000
45,225,5,0.5,3.6,4.3659,-155740000
45,225,5,0.6,3.7,4.0074,-147180000
45,225,5,0.7,3.85,3.7048,-138730000
45,225,5,0.8,3.95,3.4435,-132040000
45,225,6,0.5,2.4,4.7258,-198450000
45,225,6,0.6,2.5,4.3658,-186890000
45,225,6,0.7,2.55,4.0622,-178500000
45,225,6,0.8,2.65,3.8003,-169360000
45,225,7,0.5,1.75,5.0316,-239800000
45,225,7,0.6,1.8,4.6705,-227800000
45,225,7,0.7,1.85,4.3661,-217260000
45,225,7,0.8,1.85,4.1029,-210610000
45,250,4,0.5,7.2,3.9274,-104450000
45,250,4,0.6,7.45,3.5699,-97896000
45,250,4,0.7,7.75,3.2691,-91849000
45,250,4,0.8,8.05,3.0094,-86468000
45,250,5,0.5,4.4,4.3664,-140880000
45,250,5,0.6,4.55,4.0075,-132720000
45,250,5,0.7,4.7,3.7049,-125560000
45,250,5,0.8,4.9,3.4437,-118560000
45,250,6,0.5,3,4.7262,-177510000
45,250,6,0.6,3.05,4.366,-169200000
45,250,6,0.7,3.2,4.0625,-159340000
45,250,6,0.8,3.25,3.8002,-152920000
45,250,7,0.5,2.15,5.0316,-216350000
45,250,7,0.6,2.2,4.6708,-206060000
45,250,7,0.7,2.25,4.3662,-197010000
45,250,7,0.8,2.3,4.1035,-188900000
45,275,4,0.5,8.75,3.9274,-94747000
45,275,4,0.6,9,3.5701,-89071000
45,275,4,0.7,9.35,3.2692,-83623000
45,275,4,0.8,9.75,3.0095,-78570000
45,275,5,0.5,5.4,4.3664,-127170000
45,275,5,0.6,5.5,4.0074,-120720000
45,275,5,0.7,5.7,3.7051,-114020000
45,275,5,0.8,5.9,3.4437,-108040000
45,275,6,0.5,3.65,4.7264,-160930000
45,275,6,0.6,3.75,4.3663,-152600000
45,275,6,0.7,3.8,4.0627,-146230000
45,275,6,0.8,3.9,3.8006,-139610000
45,275,7,0.5,2.6,5.0316,-196740000
45,275,7,0.6,2.65,4.671,-187760000
45,275,7,0.7,2.75,4.3665,-178200000
45,275,7,0.8,2.8,4.1034,-171200000
45,300,4,0.5,10.4,3.9276,-86908000
45,300,4,0.6,10.8,3.5702,-81311000
45,300,4,0.7,11.1,3.2693,-76750000
45,300,4,0.8,11.65,3.0095,-71878000
45,300,5,0.5,6.4,4.3665,-116810000
45,300,5,0.6,6.55,4.0076,-110620000
45,300,5,0.7,6.8,3.7051,-104390000
45,300,5,0.8,6.95,3.4439,-99552000
45,300,6,0.5,4.3,4.7265,-148270000
45,300,6,0.6,4.45,4.3664,-140090000
45,300,6,0.7,4.5,4.0628,-134380000
45,300,6,0.8,4.65,3.8005,-127850000
45,300,7,0.5,3.1,5.0317,-180170000
45,300,7,0.6,3.15,4.6711,-172210000
45,300,7,0.7,3.25,4.3669,-163930000
45,300,7,0.8,3.3,4.1037,-157710000
45,325,4,0.5,12.05,3.9276,-80739000
45,325,4,0.6,12.6,3.5703,-75280000
45,325,4,0.7,13.05,3.2694,-70785000
45,325,4,0.8,13.55,3.0096,-66650000
45,325,5,0.5,7.45,4.3664,-108270000
45,325,5,0.6,7.75,4.0075,-101700000
45,325,5,0.7,8,3.7052,-96244000
45,325,5,0.8,8.2,3.444,-91651000
45,325,6,0.5,5.1,4.7264,-136140000
45,325,6,0.6,5.15,4.3664,-130220000
45,325,6,0.7,5.35,4.0627,-123240000
45,325,6,0.8,5.5,3.8007,-117560000
45,325,7,0.5,3.65,5.0322,-166050000
45,325,7,0.6,3.7,4.6709,-158900000
45,325,7,0.7,3.85,4.3669,-150620000
45,325,7,0.8,3.9,4.104,-145070000
45,350,4,0.5,14.1,3.9278,-74642000
45,350,4,0.6,14.65,3.5704,-69816000
45,350,4,0.7,15.2,3.2695,-65589000
45,350,4,0.8,15.7,3.0097,-61919000
45,350,5,0.5,8.65,4.3667,-100480000
45,350,5,0.6,8.95,4.0077,-94635000
45,350,5,0.7,9.3,3.7052,-89265000
45,350,5,0.8,9.55,3.444,-84927000
45,350,6,0.5,5.85,4.7266,-127120000
45,350,6,0.6,6.05,4.3665,-120140000
45,350,6,0.7,6.2,4.0628,-114480000
45,350,6,0.8,6.35,3.8008,-109410000
45,350,7,0.5,4.25,5.0322,-153890000
45,350,7,0.6,4.3,4.6714,-147400000
45,350,7,0.7,4.45,4.367,-140100000
45,350,7,0.8,4.55,4.1041,-134310000
45,375,4,0.5,16.2,3.9279,-69637000
45,375,4,0.6,16.8,3.5705,-65196000
45,375,4,0.7,17.45,3.2696,-61216000
45,375,4,0.8,18.05,3.0098,-57749000
45,375,5,0.5,9.95,4.3667,-93687000
45,375,5,0.6,10.3,4.0077,-88215000
45,375,5,0.7,10.55,3.7053,-83811000
45,375,5,0.8,10.9,3.4441,-79495000
45,375,6,0.5,6.75,4.7265,-118340000
45,375,6,0.6,6.9,4.3665,-112500000
45,375,6,0.7,7.1,4.063,-106980000
45,375,6,0.8,7.3,3.8007,-102040000
45,375,7,0.5,4.8,5.0323,-144800000
45,375,7,0.6,5,4.6716,-136700000
45,375,7,0.7,5.05,4.3671,-131510000
45,375,7,0.8,5.2,4.1041,-125640000
45,400,4,0.5,18.45,3.928,-65253000
45,400,4,0.6,19.1,3.5706,-61146000
45,400,4,0.7,19.85,3.2696,-57396000
45,400,4,0.8,20.55,3.0099,-54123000
45,400,5,0.5,11.3,4.3667,-87913000
45,400,5,0.6,11.7,4.008,-82772000
45,400,5,0.7,12.05,3.7054,-78423000
45,400,5,0.8,12.4,3.4442,-74533000
45,400,6,0.5,7.6,4.7267,-111530000
45,400,6,0.6,7.85,4.3666,-105480000
45,400,6,0.7,8.05,4.0631,-100470000
45,400,6,0.8,8.3,3.8008,-95700000
45,400,7,0.5,5.55,5.0325,-134670000
45,400,7,0.6,5.6,4.6717,-129170000
45,400,7,0.7,5.75,4.3672,-123250000
45,400,7,0.8,5.85,4.1042,-118450000
45,425,4,0.5,20.7,3.9281,-61605000
45,425,4,0.6,21.6,3.5707,-57500000
45,425,4,0.7,22.4,3.2697,-54031000
45,425,4,0.8,23.1,3.01,-51049000
45,425,5,0.5,12.8,4.3669,-82604000
45,425,5,0.6,13.25,4.0079,-77780000
45,425,5,0.7,13.65,3.7054,-73683000
45,425,5,0.8,14,3.4443,-70145000
45,425,6,0.5,8.6,4.7266,-104840000
45,425,6,0.6,8.85,4.3667,-99339000
45,425,6,0.7,9.15,4.0632,-94240000
45,425,6,0.8,9.35,3.801,-90169000
45,425,7,0.5,6.2,5.0326,-127410000
45,425,7,0.6,6.4,4.6717,-120830000
45,425,7,0.7,6.55,4.3674,-115480000
45,425,7,0.8,6.65,4.1043,-111100000
45,450,4,0.5,23.3,3.9282,-58067000
45,450,4,0.6,24.25,3.5708,-54268000
45,450,4,0.7,25,3.2698,-51145000
45,450,4,0.8,25.95,3.01,-48165000
45,450,5,0.5,14.35,4.367,-78016000
45,450,5,0.6,14.75,4.0081,-73720000
45,450,5,0.7,15.15,3.7055,-69941000
45,450,5,0.8,15.75,3.4444,-66135000
45,450,6,0.5,9.65,4.7267,-98976000
45,450,6,0.6,9.95,4.3668,-93689000
45,450,6,0.7,10.25,4.0632,-89041000
45,450,6,0.8,10.5,3.801,-85089000
45,450,7,0.5,7,5.0326,-119910000
45,450,7,0.6,7.15,4.6719,-114320000
45,450,7,0.7,7.25,4.3675,-109760000
45,450,7,0.8,7.45,4.1044,-104970000
45,475,4,0.5,25.95,3.9282,-55023000
45,475,4,0.6,26.8,3.5709,-51622000
45,475,4,0.7,27.8,3.2699,-48502000
45,475,4,0.8,29.2,3.0101,-45406000
45,475,5,0.5,15.95,4.3671,-74000000
45,475,5,0.6,16.5,4.0081,-69702000
45,475,5,0.7,17.05,3.7056,-65930000
45,475,5,0.8,17.55,3.4444,-62652000
45,475,6,0.5,10.85,4.7268,-93343000
45,475,6,0.6,11.1,4.3668,-88702000
45,475,6,0.8,11.7,3.8011,-80607000
45,475,7,0.5,7.8,5.0329,-113600000
45,475,7,0.6,8,4.672,-108070000
45,475,7,0.7,8.2,4.3676,-103210000
45,475,7,0.8,8.3,4.1046,-99452000
45,500,4,0.5,28.6,3.9284,-52413000
45,500,4,0.6,29.8,3.571,-48956000
45,500,4,0.7,31.05,3.27,-45894000
45,500,4,0.8,32.3,3.0103,-43173000
45,500,5,0.5,17.7,4.3671,-70247000
45,500,5,0.6,18.2,4.0082,-66367000
45,500,5,0.7,18.75,3.7057,-62871000
45,500,5,0.8,19.35,3.4445,-59667000
45,500,6,0.5,11.9,4.727,-89132000
45,500,6,0.6,12.4,4.3668,-83924000
45,500,6,0.7,12.65,4.0634,-80152000
45,500,6,0.8,12.95,3.8011,-76619000
45,500,7,0.5,8.65,5.033,-107870000
45,500,7,0.6,8.8,4.672,-103040000
45,500,7,0.7,9.05,4.3678,-98247000
45,500,7,0.8,9.3,4.1047,-93954000
45,525,4,0.5,31.7,3.9284,-49785000
45,525,4,0.6,32.95,3.5711,-46557000
45,525,4,0.7,34.25,3.2701,-43698000
45,525,4,0.8,35.55,3.0103,-41153000
45,525,5,0.5,19.55,4.3672,-66841000
45,525,5,0.6,20.1,4.0083,-63153000
45,525,5,0.7,20.8,3.7058,-59693000
45,525,5,0.8,21.3,3.4446,-56871000
45,525,6,0.5,13.25,4.7271,-84471000
45,525,6,0.6,13.6,4.367,-80138000
45,525,6,0.7,13.85,4.0635,-76602000
45,525,6,0.8,14.2,3.8012,-73170000
45,525,7,0.5,9.5,5.0331,-102940000
45,525,7,0.6,9.75,4.6722,-97898000
45,525,7,0.7,10,4.3678,-93464000
45,525,7,0.8,10.15,4.1048,-89935000
45,550,4,0.5,34.6,3.9285,-47653000
45,550,4,0.6,36,3.5711,-44542000
45,550,4,0.7,37.5,3.2702,-41763000
45,550,4,0.8,38.95,3.0104,-39316000
45,550,5,0.5,21.45,4.3673,-63813000
45,550,5,0.6,22,4.0083,-60365000
45,550,5,0.7,22.7,3.7058,-57141000
45,550,5,0.8,23.45,3.4446,-54202000
45,550,6,0.5,14.5,4.7271,-80748000
45,550,6,0.6,14.85,4.367,-76691000
45,550,6,0.7,15.25,4.0635,-73001000
45,550,6,0.8,15.6,3.8012,-69810000
45,550,7,0.5,10.4,5.0332,-98383000
45,550,7,0.6,10.75,4.6722,-93233000
45,550,7,0.7,10.95,4.368,-89320000
45,550,7,0.8,11.2,4.1049,-85617000
45,575,4,0.5,38.05,3.9286,-45442000
45,575,4,0.6,39.5,3.5713,-42523000
45,575,4,0.7,40.85,3.2702,-40014000
45,575,4,0.8,42.65,3.0105,-37573000
45,575,5,0.5,23.3,4.3673,-61227000
45,575,5,0.6,24.25,4.0084,-57497000
45,575,5,0.7,24.9,3.706,-54559000
45,575,5,0.8,25.65,3.4447,-51826000
45,575,6,0.5,15.8,4.7272,-77355000
45,575,6,0.6,16.25,4.3671,-73314000
45,575,6,0.7,16.65,4.0636,-69865000
45,575,6,0.8,17.05,3.8013,-66776000
45,575,7,0.5,11.4,5.0333,-93970000
45,575,7,0.6,11.65,4.6725,-89562000
45,575,7,0.7,12,4.368,-85323000
45,575,7,0.8,12.25,4.105,-81866000
45,600,4,0.5,41.3,3.9287,-43618000
45,600,4,0.6,43.05,3.5713,-40733000
45,600,4,0.7,44.4,3.2703,-38381000
45,600,4,0.8,46.05,3.0106,-36160000
45,600,5,0.5,25.45,4.3675,-58585000
45,600,5,0.6,26.2,4.0086,-55317000
45,600,5,0.7,27,3.706,-52394000
45,600,5,0.8,27.9,3.4448,-49693000
45,600,6,0.5,17.25,4.7273,-74033000
45,600,6,0.6,17.75,4.3672,-70148000
45,600,6,0.7,18.1,4.0636,-67009000
45,600,6,0.8,18.65,3.8014,-63848000
45,600,7,0.5,12.35,5.0335,-90285000
45,600,7,0.6,12.65,4.6726,-85950000
45,600,7,0.7,13,4.3682,-81977000
45,600,7,0.8,13.35,4.1051,-78422000
47.5,150,4,0.5,2.9,4.375,-173700000
47.5,150,4,0.6,3,3.9771,-162830000
47.5,150,4,0.7,3.15,3.6418,-152060000
47.5,150,4,0.8,3.25,3.3524,-143630000
47.5,150,5,0.5,1.8,4.8638,-232470000
47.5,150,5,0.6,1.85,4.4642,-219690000
47.5,150,5,0.7,1.9,4.1272,-208430000
47.5,150,5,0.8,1.95,3.8367,-198370000
47.5,150,6,0.5,1.2,5.2652,-296230000
47.5,150,6,0.6,1.25,4.8634,-278950000
47.5,150,6,0.7,1.25,4.5254,-269090000
47.5,150,6,0.8,1.3,4.2338,-255220000
47.5,150,7,0.5,0.85,5.6043,-363130000
47.5,150,7,0.6,0.9,5.2029,-340030000
47.5,150,7,0.7,0.9,4.8644,-328780000
47.5,150,7,0.8,0.95,4.5705,-310190000
47.5,175,4,0.5,3.9,4.3753,-149790000
47.5,175,4,0.6,4.1,3.9774,-139290000
47.5,175,4,0.7,4.2,3.6419,-131690000
47.5,175,4,0.8,4.4,3.3526,-123450000
47.5,175,5,0.5,2.4,4.8645,-201340000
47.5,175,5,0.6,2.5,4.4644,-188980000
47.5,175,5,0.7,2.6,4.1274,-178180000
47.5,175,5,0.8,2.65,3.8368,-170170000
47.5,175,6,0.5,1.65,5.2655,-252630000
47.5,175,6,0.6,1.7,4.8641,-239220000
47.5,175,6,0.7,1.75,4.5258,-227430000
47.5,175,6,0.8,1.75,4.234,-219970000
47.5,175,7,0.5,1.15,5.6043,-312200000
47.5,175,7,0.6,1.2,5.2034,-294490000
47.5,175,7,0.7,1.25,4.8646,-278990000
47.5,175,7,0.8,1.25,4.5718,-270460000
47.5,200,4,0.5,5.1,4.3754,-130990000
47.5,200,4,0.6,5.35,3.9774,-121940000
47.5,200,4,0.7,5.5,3.642,-115080000
47.5,200,4,0.8,5.75,3.3528,-107990000
47.5,200,5,0.5,3.15,4.8648,-175750000
47.5,200,5,0.6,3.25,4.4646,-165750000
47.5,200,5,0.7,3.4,4.1277,-155820000
47.5,200,5,0.8,3.45,3.8367,-149140000
47.5,200,6,0.5,2.15,5.2659,-221330000
47.5,200,6,0.6,2.2,4.8643,-210290000
47.5,200,6,0.7,2.25,4.5263,-200580000
47.5,200,6,0.8,2.3,4.2342,-191880000
47.5,200,7,0.5,1.55,5.6056,-268940000
47.5,200,7,0.6,1.55,5.2034,-259110000
47.5,200,7,0.7,1.6,4.8644,-246590000
47.5,200,7,0.8,1.65,4.572,-235410000
47.5,225,4,0.5,6.45,4.3757,-116480000
47.5,225,4,0.6,6.75,3.9776,-108560000
47.5,225,4,0.7,7,3.6423,-102010000
47.5,225,4,0.8,7.3,3.3528,-95842000
47.5,225,5,0.5,3.95,4.8647,-156940000
47.5,225,5,0.6,4.15,4.4649,-146690000
47.5,225,5,0.7,4.25,4.1276,-139370000
47.5,225,5,0.8,4.35,3.8368,-132820000
47.5,225,6,0.5,2.75,5.2654,-195690000
47.5,225,6,0.6,2.8,4.8644,-186400000
47.5,225,6,0.7,2.85,4.5264,-178220000
47.5,225,6,0.8,2.95,4.2342,-169430000
47.5,225,7,0.5,1.95,5.6057,-239780000
47.5,225,7,0.6,2,5.2035,-228110000
47.5,225,7,0.7,2,4.8647,-220560000
47.5,225,7,0.8,2.1,4.5719,-208670000
47.5,250,4,0.5,7.95,4.3758,-104920000
47.5,250,4,0.6,8.3,3.9778,-97903000
47.5,250,4,0.7,8.7,3.6424,-91505000
47.5,250,4,0.8,8.9,3.353,-86803000
47.5,250,5,0.5,4.9,4.8647,-140910000
47.5,250,5,0.6,5.05,4.4651,-132980000
47.5,250,5,0.7,5.2,4.128,-126000000
47.5,250,5,0.8,5.4,3.8369,-119210000
47.5,250,6,0.5,3.3,5.2658,-178650000
47.5,250,6,0.6,3.45,4.8645,-167930000
47.5,250,6,0.7,3.55,4.5266,-159690000
47.5,250,6,0.8,3.65,4.2344,-152320000
47.5,250,7,0.5,2.4,5.6062,-216140000
47.5,250,7,0.6,2.45,5.2045,-206120000
47.5,250,7,0.7,2.55,4.8651,-195340000
47.5,250,7,0.8,2.55,4.5722,-189370000
47.5,275,4,0.5,9.7,4.3761,-94989000
47.5,275,4,0.6,10,3.9778,-89194000
47.5,275,4,0.7,10.5,3.6425,-83295000
47.5,275,4,0.8,10.8,3.3531,-78800000
47.5,275,5,0.5,5.95,4.8652,-127880000
47.5,275,5,0.6,6.2,4.465,-120010000
47.5,275,5,0.7,6.35,4.1282,-114030000
47.5,275,5,0.8,6.55,3.8371,-108240000
47.5,275,6,0.5,4.05,5.266,-161260000
47.5,275,6,0.6,4.1,4.8647,-154050000
47.5,275,6,0.7,4.25,4.5267,-145950000
47.5,275,6,0.8,4.35,4.2344,-139530000
47.5,275,7,0.5,2.9,5.6067,-196640000
47.5,275,7,0.6,2.95,5.204,-187830000
47.5,275,7,0.7,3.05,4.8652,-178610000
47.5,275,7,0.8,3.1,4.5723,-171750000
47.5,300,4,0.5,11.55,4.3761,-87050000
47.5,300,4,0.6,11.95,3.9779,-81594000
47.5,300,4,0.7,12.35,3.6426,-76805000
47.5,300,4,0.8,12.9,3.3532,-72103000
47.5,300,5,0.5,7.2,4.865,-116250000
47.5,300,5,0.6,7.3,4.4652,-110600000
47.5,300,5,0.7,7.55,4.128,-104570000
47.5,300,5,0.8,7.8,3.8372,-99192000
47.5,300,6,0.5,4.85,5.2659,-147360000
47.5,300,6,0.6,4.95,4.865,-140200000
47.5,300,6,0.7,5.05,4.5266,-133890000
47.5,300,6,0.8,5.2,4.2346,-127620000
47.5,300,7,0.5,3.45,5.6066,-180280000
47.5,300,7,0.6,3.55,5.2048,-171240000
47.5,300,7,0.7,3.6,4.8653,-164410000
47.5,300,7,0.8,3.7,4.5726,-157210000
47.5,325,4,0.5,13.5,4.3762,-80519000
47.5,325,4,0.6,14.05,3.978,-75251000
47.5,325,4,0.7,14.6,3.6427,-70640000
47.5,325,4,0.8,15.25,3.3533,-66315000
47.5,325,5,0.5,8.4,4.8651,-107630000
47.5,325,5,0.6,8.6,4.4652,-101900000
47.5,325,5,0.7,8.85,4.1283,-96589000
47.5,325,5,0.8,9.1,3.8373,-91834000
47.5,325,6,0.5,5.6,5.2661,-137140000
47.5,325,6,0.6,5.8,4.8652,-129520000
47.5,325,6,0.7,5.95,4.5269,-123350000
47.5,325,6,0.8,6.05,4.2345,-118320000
47.5,325,7,0.5,4,5.6064,-167430000
47.5,325,7,0.6,4.15,5.2046,-158370000
47.5,325,7,0.7,4.25,4.8656,-151320000
47.5,325,7,0.8,4.35,4.5726,-145000000
47.5,350,4,0.5,15.7,4.3762,-74665000
47.5,350,4,0.6,16.3,3.9782,-69865000
47.5,350,4,0.7,16.9,3.6428,-65658000
47.5,350,4,0.8,17.55,3.3534,-61818000
47.5,350,5,0.5,9.6,4.8654,-100680000
47.5,350,5,0.6,9.85,4.4653,-95218000
47.5,350,5,0.7,10.35,4.1284,-89317000
47.5,350,5,0.8,10.6,3.8372,-85089000
47.5,350,6,0.5,6.55,5.2663,-126810000
47.5,350,6,0.6,6.7,4.8652,-120510000
47.5,350,6,0.7,6.85,4.5269,-114970000
47.5,350,6,0.8,7.05,4.2348,-109610000
47.5,350,7,0.5,4.75,5.6069,-153650000
47.5,350,7,0.6,4.8,5.2045,-147260000
47.5,350,7,0.7,4.95,4.8658,-140210000
47.5,350,7,0.8,5.05,4.5727,-134570000
47.5,375,4,0.5,18.05,4.3764,-69637000
47.5,375,4,0.6,18.85,3.9782,-64969000
47.5,375,4,0.7,19.55,3.6428,-61047000
47.5,375,4,0.8,20.05,3.3535,-57837000
47.5,375,5,0.5,11.1,4.8655,-93631000
47.5,375,5,0.6,11.4,4.4655,-88511000
47.5,375,5,0.7,11.8,4.1285,-83651000
47.5,375,5,0.8,12.2,3.8375,-79315000
47.5,375,6,0.5,7.5,5.2663,-118500000
47.5,375,6,0.6,7.75,4.8651,-112050000
47.5,375,6,0.7,8,4.5269,-106380000
47.5,375,6,0.8,8.1,4.2348,-102260000
47.5,375,7,0.5,5.4,5.6071,-144110000
47.5,375,7,0.6,5.5,5.205,-137580000
47.5,375,7,0.7,5.6,4.8658,-131830000
47.5,375,7,0.8,5.85,4.5726,-125030000
47.5,400,4,0.5,20.4,4.3766,-65504000
47.5,400,4,0.6,21.3,3.9783,-61119000
47.5,400,4,0.7,22.15,3.643,-57353000
47.5,400,4,0.8,22.8,3.3536,-54238000
47.5,400,5,0.5,12.7,4.8654,-87533000
47.5,400,5,0.6,13.1,4.4656,-82569000
47.5,400,5,0.7,13.4,4.1286,-78499000
47.5,400,5,0.8,13.85,3.8375,-74441000
47.5,400,6,0.5,8.5,5.2666,-111320000
47.5,400,6,0.6,8.75,4.8653,-105460000
47.5,400,6,0.7,9.05,4.527,-100020000
47.5,400,6,0.8,9.2,4.235,-95950000
47.5,400,7,0.5,6.2,5.6072,-134490000
47.5,400,7,0.6,6.25,5.2052,-129060000
47.5,400,7,0.7,6.45,4.8659,-122830000
47.5,400,7,0.8,6.55,4.5729,-118170000
47.5,425,4,0.5,23.25,4.3767,-61359000
47.5,425,4,0.6,24,3.9784,-57579000
47.5,425,4,0.7,25,3.6431,-53986000
47.5,425,4,0.8,25.8,3.3537,-50988000
47.5,425,5,0.5,14.2,4.8656,-82783000
47.5,425,5,0.6,14.65,4.4657,-78080000
47.5,425,5,0.7,15.1,4.1287,-73949000
47.5,425,5,0.8,15.55,3.8376,-70255000
47.5,425,6,0.5,9.65,5.2666,-104480000
47.5,425,6,0.6,9.9,4.8655,-99143000
47.5,425,6,0.7,10.15,4.5271,-94448000
47.5,425,6,0.8,10.4,4.235,-90245000
47.5,425,7,0.5,6.95,5.6072,-127030000
47.5,425,7,0.6,7.1,5.2051,-121090000
47.5,425,7,0.7,7.3,4.8662,-115460000
47.5,425,7,0.8,7.45,4.573,-110800000
47.5,450,4,0.5,25.95,4.3767,-58079000
47.5,450,4,0.6,27,3.9786,-54287000
47.5,450,4,0.7,27.85,3.6432,-51150000
47.5,450,4,0.8,29.05,3.3538,-48052000
47.5,450,5,0.5,15.95,4.8657,-78110000
47.5,450,5,0.6,16.5,4.4658,-73573000
47.5,450,5,0.7,16.95,4.1287,-69797000
47.5,450,5,0.8,17.5,3.8377,-66226000
47.5,450,6,0.5,10.8,5.2666,-98757000
47.5,450,6,0.6,11,4.8655,-94055000
47.5,450,6,0.7,11.35,4.5272,-89316000
47.5,450,6,0.8,11.7,4.2351,-85085000
47.5,450,7,0.5,7.8,5.6074,-119910000
47.5,450,7,0.6,8.05,5.2052,-113720000
47.5,450,7,0.7,8.1,4.8663,-109620000
47.5,450,7,0.8,8.35,4.5733,-104660000
47.5,475,4,0.5,29,4.3768,-54941000
47.5,475,4,0.6,30.15,3.9787,-51374000
47.5,475,4,0.7,31.15,3.6433,-48365000
47.5,475,4,0.8,32.25,3.3539,-45606000
47.5,475,5,0.5,17.8,4.8658,-73941000
47.5,475,5,0.6,18.4,4.4658,-69672000
47.5,475,5,0.7,18.85,4.1287,-66186000
47.5,475,5,0.8,19.5,3.8377,-62739000
47.5,475,6,0.5,12,5.2667,-93690000
